reason_id,person_id,transition_id,reason_type,reason_comment
1016,1405,2782,Better salary,Old job didn't pay enough to cover living costs.
1017,1405,2782,Career growth,No opportunities to move up in the company.
1018,1087,2160,Desire for stability,Old industry was unpredictable.
1019,1087,2160,Pursuing passion,Wanted to follow my true interests.
1020,1087,2160,Relocation,Moved to a new city and needed a job switch.
1021,915,1802,Career growth,Wanted to pursue a leadership role.
1022,915,1802,Pursuing passion,Switched to something I'm genuinely excited about.
1023,1248,2477,Job dissatisfaction,Felt unmotivated in my previous role.
1024,1248,2477,Industry decline,Needed to move to a growing sector.
1025,790,1546,Better salary,Needed better compensation for my skills.
1026,909,1792,Better salary,Needed better compensation for my skills.
1027,245,498,Remote work opportunity,Old job required daily commuting.
1028,245,498,Relocation,Moved to a new city and needed a job switch.
1029,245,498,Industry decline,Needed to move to a growing sector.
1030,880,1736,Desire for stability,Old industry was unpredictable.
1031,140,285,Better salary,Needed better compensation for my skills.
1032,140,285,Remote work opportunity,"New role allows remote work, which I prefer."
1033,140,285,Relocation,Relocation forced a change in career.
1034,1335,2639,Pursuing passion,Switched to something I'm genuinely excited about.
1035,1335,2639,Desire for stability,Seeking consistent income and benefits.
1036,1335,2639,Flexible schedule,Wanted better control over my time.
1037,93,195,Work-life balance,Current job had long hours with no flexibility.
1038,653,1269,Flexible schedule,Old job didn't offer schedule flexibility.
1039,577,1120,Better salary,Needed better compensation for my skills.
1040,577,1120,Desire for stability,Wanted a more secure job long-term.
1041,577,1120,Laid off,Position was eliminated unexpectedly.
1042,565,1095,Laid off,Got laid off and had to start over.
1043,565,1095,Desire for stability,Old industry was unpredictable.
1044,565,1095,Industry decline,Needed to move to a growing sector.
1045,465,915,Burnout,Too much stress in the previous role.
1046,465,915,Laid off,Got laid off and had to start over.
1047,465,915,Flexible schedule,Old job didn't offer schedule flexibility.
1048,1128,2241,Flexible schedule,Old job didn't offer schedule flexibility.
1049,1128,2241,Remote work opportunity,Wanted to work from home for better flexibility.
1050,866,1703,Career growth,No opportunities to move up in the company.
1051,866,1703,Relocation,Relocation forced a change in career.
1052,189,377,Burnout,Mentally exhausted from constant pressure.
1053,659,1284,Burnout,Mentally exhausted from constant pressure.
1054,659,1284,Better salary,Old job didn't pay enough to cover living costs.
1055,1282,2544,Desire for stability,Seeking consistent income and benefits.
1056,1282,2544,Better salary,Needed better compensation for my skills.
1057,1330,2630,Desire for stability,Old industry was unpredictable.
1058,1330,2630,Industry decline,Old industry was shrinking with few jobs.
1059,1330,2630,Relocation,Moved to a new city and needed a job switch.
1060,834,1634,Career growth,Wanted to pursue a leadership role.
1061,834,1634,Work-life balance,Needed more time for family and health.
1062,697,1362,Industry decline,Needed to move to a growing sector.
1063,449,883,Remote work opportunity,"New role allows remote work, which I prefer."
1064,449,883,Relocation,Relocation forced a change in career.
1065,939,1850,Burnout,Job was emotionally draining.
1066,939,1850,Flexible schedule,Needed part-time or flexible working hours.
1067,890,1755,Relocation,Moved to a new city and needed a job switch.
1068,890,1755,Flexible schedule,Needed part-time or flexible working hours.
1069,268,540,Relocation,Relocation forced a change in career.
1070,147,298,Remote work opportunity,"New role allows remote work, which I prefer."
1071,865,1701,Desire for stability,Seeking consistent income and benefits.
1072,865,1701,Flexible schedule,Needed part-time or flexible working hours.
1073,865,1701,Pursuing passion,Switched to something I'm genuinely excited about.
1074,861,1689,Laid off,Company downsized and I lost my job.
1075,861,1689,Desire for stability,Old industry was unpredictable.
1076,964,1908,Career growth,No opportunities to move up in the company.
1077,964,1908,Better salary,Old job didn't pay enough to cover living costs.
1078,964,1908,Desire for stability,Wanted a more secure job long-term.
1079,302,606,Career growth,No opportunities to move up in the company.
1080,302,606,Desire for stability,Seeking consistent income and benefits.
1081,302,606,Work-life balance,Needed more time for family and health.
1082,954,1886,Relocation,N/A
1083,110,230,Relocation,Relocated due to family reasons.
1084,110,230,Career growth,No opportunities to move up in the company.
1085,110,230,Remote work opportunity,Old job required daily commuting.
1086,426,840,Relocation,Moved to a new city and needed a job switch.
1087,426,840,Pursuing passion,Previous job wasn't aligned with my goals.
1088,332,661,Desire for stability,Wanted a more secure job long-term.
1089,332,661,Flexible schedule,Needed part-time or flexible working hours.
1090,332,661,Industry decline,Saw layoffs and instability in my field.
1091,553,1074,Relocation,Relocation forced a change in career.
1092,720,1405,Relocation,Relocation forced a change in career.
1093,1469,2905,Job dissatisfaction,Company culture wasn't a good fit.
1094,1477,2927,Flexible schedule,Old job didn't offer schedule flexibility.
1095,1477,2927,Laid off,Company downsized and I lost my job.
1096,250,504,Laid off,Position was eliminated unexpectedly.
1097,250,504,Flexible schedule,Wanted better control over my time.
1098,250,504,Career growth,Wanted to pursue a leadership role.
1099,126,260,Career growth,No opportunities to move up in the company.
1100,126,260,Job dissatisfaction,didn't enjoy the work I was doing.
1101,908,1789,Desire for stability,Wanted a more secure job long-term.
1102,142,289,Job dissatisfaction,didn't enjoy the work I was doing.
1103,142,289,Career growth,No opportunities to move up in the company.
1104,372,739,Pursuing passion,Wanted to follow my true interests.
1105,816,1600,Better salary,Needed better compensation for my skills.
1106,816,1600,Desire for stability,Wanted a more secure job long-term.
1107,814,1597,Burnout,Mentally exhausted from constant pressure.
1108,814,1597,Laid off,Position was eliminated unexpectedly.
1109,1,2,Job dissatisfaction,didn't enjoy the work I was doing.
1110,1,2,Flexible schedule,Wanted better control over my time.
1111,1,2,Laid off,Position was eliminated unexpectedly.
1112,400,791,Laid off,Position was eliminated unexpectedly.
1113,400,791,Career growth,No opportunities to move up in the company.
1114,400,791,Job dissatisfaction,Felt unmotivated in my previous role.
1115,1313,2599,Laid off,Company downsized and I lost my job.
1116,112,233,Better salary,Old job didn't pay enough to cover living costs.
1117,112,233,Pursuing passion,Switched to something I'm genuinely excited about.
1118,112,233,Desire for stability,Seeking consistent income and benefits.
1119,19,41,Remote work opportunity,"New role allows remote work, which I prefer."
1120,19,41,Career growth,Wanted to pursue a leadership role.
1121,19,41,Relocation,Relocation forced a change in career.
1122,43,92,Industry decline,Needed to move to a growing sector.
1123,43,92,Pursuing passion,Switched to something I'm genuinely excited about.
1124,1463,2896,Career growth,No opportunities to move up in the company.
1125,1155,2295,Work-life balance,Needed more time for family and health.
1126,1155,2295,Desire for stability,Seeking consistent income and benefits.
1127,48,100,Better salary,Wanted to earn more to support my family.
1128,48,100,Desire for stability,Seeking consistent income and benefits.
1129,1072,2137,Work-life balance,Current job had long hours with no flexibility.
1130,1072,2137,Flexible schedule,Old job didn't offer schedule flexibility.
1131,1072,2137,Pursuing passion,Wanted to follow my true interests.
1132,906,1786,Career growth,Wanted to pursue a leadership role.
1133,906,1786,Laid off,Company downsized and I lost my job.
1134,906,1786,Job dissatisfaction,Felt unmotivated in my previous role.
1135,965,1910,Burnout,Job was emotionally draining.
1136,1052,2093,Job dissatisfaction,Felt unmotivated in my previous role.
1137,1052,2093,Pursuing passion,Wanted to follow my true interests.
1138,1052,2093,Better salary,Needed better compensation for my skills.
1139,1023,2039,Relocation,Relocated due to family reasons.
1140,1023,2039,Work-life balance,Burned out from constant overtime.
1141,432,854,Career growth,No opportunities to move up in the company.
1142,432,854,Burnout,Too much stress in the previous role.
1143,432,854,Job dissatisfaction,didn't enjoy the work I was doing.
1144,1340,2649,Job dissatisfaction,didn't enjoy the work I was doing.
1145,564,1093,Work-life balance,Current job had long hours with no flexibility.
1146,80,163,Desire for stability,Wanted a more secure job long-term.
1147,80,163,Remote work opportunity,Old job required daily commuting.
1148,1422,2816,N/A,Relocation forced a change in career.
1149,1422,2816,Industry decline,Saw layoffs and instability in my field.
1150,891,1756,Industry decline,Old industry was shrinking with few jobs.
1151,891,1756,Work-life balance,Needed more time for family and health.
1152,891,1756,Career growth,Felt stuck in the same position for too long.
1153,534,1045,Desire for stability,Wanted a more secure job long-term.
1154,978,1934,Work-life balance,Burned out from constant overtime.
1155,978,1934,Better salary,Wanted to earn more to support my family.
1156,370,737,Work-life balance,Needed more time for family and health.
1157,370,737,Pursuing passion,Previous job wasn't aligned with my goals.
1158,370,737,Better salary,Needed better compensation for my skills.
1159,1236,2457,Pursuing passion,Previous job wasn't aligned with my goals.
1160,1236,2457,Desire for stability,Wanted a more secure job long-term.
1161,1236,2457,Remote work opportunity,"New role allows remote work, which I prefer."
1162,71,143,Relocation,Relocation forced a change in career.
1163,71,143,Work-life balance,Current job had long hours with no flexibility.
1164,71,143,Career growth,Wanted to pursue a leadership role.
1165,1077,2142,Better salary,Wanted to earn more to support my family.
1166,1077,2142,Desire for stability,Wanted a more secure job long-term.
1167,1038,2067,Pursuing passion,Previous job wasn't aligned with my goals.
1168,1038,2067,Flexible schedule,Old job didn't offer schedule flexibility.
1169,438,865,Better salary,Old job didn't pay enough to cover living costs.
1170,438,865,Relocation,Moved to a new city and needed a job switch.
1171,438,865,Work-life balance,Burned out from constant overtime.
1172,164,331,Laid off,Got laid off and had to start over.
1173,164,331,Relocation,Relocated due to family reasons.
1174,164,331,Desire for stability,Old industry was unpredictable.
1175,671,1311,Flexible schedule,Old job didn't offer schedule flexibility.
1176,671,1311,Relocation,Relocation forced a change in career.
1177,543,1060,Work-life balance,Needed more time for family and health.
1178,1295,2565,Burnout,Mentally exhausted from constant pressure.
1179,1295,2565,Work-life balance,Needed more time for family and health.
1180,1295,2565,Better salary,Needed better compensation for my skills.
1181,899,1767,Work-life balance,Burned out from constant overtime.
1182,981,1941,Burnout,Mentally exhausted from constant pressure.
1183,335,668,Job dissatisfaction,didn't enjoy the work I was doing.
1184,335,668,Relocation,Relocation forced a change in career.
1185,546,1063,Pursuing passion,Switched to something I'm genuinely excited about.
1186,546,1063,Industry decline,Old industry was shrinking with few jobs.
1187,561,1087,Pursuing passion,Switched to something I'm genuinely excited about.
1188,1378,2724,Industry decline,Saw layoffs and instability in my field.
1189,1378,2724,Remote work opportunity,"New role allows remote work, which I prefer."
1190,336,671,Career growth,Felt stuck in the same position for too long.
1191,1331,2632,Work-life balance,Needed more time for family and health.
1192,516,1017,Flexible schedule,Wanted better control over my time.
1193,516,1017,Laid off,Position was eliminated unexpectedly.
1194,910,1793,Pursuing passion,Switched to something I'm genuinely excited about.
1195,910,1793,Industry decline,Old industry was shrinking with few jobs.
1196,615,1196,Better salary,Wanted to earn more to support my family.
1197,615,1196,Pursuing passion,Switched to something I'm genuinely excited about.
1198,615,1196,Job dissatisfaction,Company culture wasn't a good fit.
1199,887,1750,Work-life balance,Current job had long hours with no flexibility.
1200,887,1750,Career growth,Wanted to pursue a leadership role.
1201,594,1147,Job dissatisfaction,Company culture wasn't a good fit.
1202,594,1147,Industry decline,Saw layoffs and instability in my field.
1203,594,1147,Relocation,Relocated due to family reasons.
1204,589,1140,Laid off,Position was eliminated unexpectedly.
1205,589,1140,Job dissatisfaction,Felt unmotivated in my previous role.
1206,1342,2651,Burnout,Too much stress in the previous role.
1207,1342,2651,Flexible schedule,Wanted better control over my time.
1208,1384,2737,Flexible schedule,Old job didn't offer schedule flexibility.
1209,1384,2737,Career growth,Felt stuck in the same position for too long.
1210,1173,2327,Work-life balance,Current job had long hours with no flexibility.
1211,1173,2327,Pursuing passion,Wanted to follow my true interests.
1212,57,121,Better salary,Old job didn't pay enough to cover living costs.
1213,348,696,Laid off,Company downsized and I lost my job.
1214,348,696,Desire for stability,Old industry was unpredictable.
1215,1161,2305,Work-life balance,Needed more time for family and health.
1216,21,46,Work-life balance,Current job had long hours with no flexibility.
1217,21,46,Flexible schedule,Old job didn't offer schedule flexibility.
1218,505,997,Better salary,Needed better compensation for my skills.
1219,505,997,Burnout,Too much stress in the previous role.
1220,1170,2323,Remote work opportunity,Wanted to work from home for better flexibility.
1221,807,1586,Better salary,Wanted to earn more to support my family.
1222,807,1586,Desire for stability,Old industry was unpredictable.
1223,1429,2828,Work-life balance,Burned out from constant overtime.
1224,1429,2828,Job dissatisfaction,Company culture wasn't a good fit.
1225,1429,2828,Relocation,N/A
1226,993,1969,Laid off,Company downsized and I lost my job.
1227,993,1969,Burnout,Too much stress in the previous role.
1228,993,1969,Desire for stability,Old industry was unpredictable.
1229,1325,2621,Career growth,Wanted to pursue a leadership role.
1230,1325,2621,Better salary,Needed better compensation for my skills.
1231,717,1400,Job dissatisfaction,didn't enjoy the work I was doing.
1232,717,1400,Desire for stability,Old industry was unpredictable.
1233,717,1400,Burnout,Job was emotionally draining.
1234,1298,2571,Work-life balance,Current job had long hours with no flexibility.
1235,1298,2571,Industry decline,Old industry was shrinking with few jobs.
1236,1298,2571,Job dissatisfaction,Company culture wasn't a good fit.
1237,12,25,Remote work opportunity,Old job required daily commuting.
1238,12,25,Career growth,Wanted to pursue a leadership role.
1239,12,25,Better salary,Needed better compensation for my skills.
1240,92,192,Laid off,Position was eliminated unexpectedly.
1241,92,192,Career growth,Wanted to pursue a leadership role.
1242,92,192,Desire for stability,Old industry was unpredictable.
1243,1388,2744,Laid off,Company downsized and I lost my job.
1244,1302,2581,Flexible schedule,Wanted better control over my time.
1245,567,1098,Pursuing passion,Wanted to follow my true interests.
1246,377,750,Industry decline,Old industry was shrinking with few jobs.
1247,377,750,Pursuing passion,Previous job wasn't aligned with my goals.
1248,377,750,Job dissatisfaction,Company culture wasn't a good fit.
1249,678,1324,Desire for stability,Wanted a more secure job long-term.
1250,678,1324,Remote work opportunity,"New role allows remote work, which I prefer."
1251,678,1324,Flexible schedule,Needed part-time or flexible working hours.
1252,683,1331,Pursuing passion,Previous job wasn't aligned with my goals.
1253,2,4,Flexible schedule,Old job didn't offer schedule flexibility.
1254,2,4,Career growth,No opportunities to move up in the company.
1255,2,4,Relocation,Relocation forced a change in career.
1256,390,772,Pursuing passion,Wanted to follow my true interests.
1257,1201,2379,Work-life balance,Needed more time for family and health.
1258,938,1848,Pursuing passion,Wanted to follow my true interests.
1259,1025,2044,Better salary,Old job didn't pay enough to cover living costs.
1260,1025,2044,Flexible schedule,Needed part-time or flexible working hours.
1261,1025,2044,Relocation,Relocation forced a change in career.
1262,36,81,Burnout,N/A
1263,1137,2259,Industry decline,Old industry was shrinking with few jobs.
1264,1137,2259,Job dissatisfaction,Felt unmotivated in my previous role.
1265,367,733,Desire for stability,Wanted a more secure job long-term.
1266,1417,2807,Desire for stability,Seeking consistent income and benefits.
1267,274,555,Desire for stability,Wanted a more secure job long-term.
1268,274,555,Burnout,Mentally exhausted from constant pressure.
1269,389,771,Burnout,Job was emotionally draining.
1270,389,771,Laid off,Position was eliminated unexpectedly.
1271,389,771,Job dissatisfaction,Felt unmotivated in my previous role.
1272,396,785,Career growth,No opportunities to move up in the company.
1273,588,1138,Work-life balance,Needed more time for family and health.
1274,588,1138,Remote work opportunity,Old job required daily commuting.
1275,603,1172,Relocation,Moved to a new city and needed a job switch.
1276,603,1172,Career growth,Felt stuck in the same position for too long.
1277,603,1172,Better salary,Wanted to earn more to support my family.
1278,825,1616,Laid off,Company downsized and I lost my job.
1279,825,1616,Desire for stability,Old industry was unpredictable.
1280,747,1461,Pursuing passion,Switched to something I'm genuinely excited about.
1281,1001,1984,Work-life balance,Needed more time for family and health.
1282,1001,1984,Better salary,Needed better compensation for my skills.
1283,862,1694,Relocation,Relocated due to family reasons.
1284,862,1694,Desire for stability,Wanted a more secure job long-term.
1285,862,1694,Career growth,Wanted to pursue a leadership role.
1286,184,370,Career growth,No opportunities to move up in the company.
1287,222,452,Burnout,Job was emotionally draining.
1288,222,452,Laid off,Got laid off and had to start over.
1289,1177,2335,Industry decline,Old industry was shrinking with few jobs.
1290,1177,2335,Flexible schedule,Needed part-time or flexible working hours.
1291,1177,2335,Remote work opportunity,Old job required daily commuting.
1292,885,1744,Better salary,Needed better compensation for my skills.
1293,885,1744,Remote work opportunity,Wanted to work from home for better flexibility.
1294,885,1744,Pursuing passion,Wanted to follow my true interests.
1295,1198,2374,Burnout,Mentally exhausted from constant pressure.
1296,859,1685,Career growth,Wanted to pursue a leadership role.
1297,18,38,Job dissatisfaction,Felt unmotivated in my previous role.
1298,161,327,Work-life balance,Needed more time for family and health.
1299,1411,2795,Remote work opportunity,Wanted to work from home for better flexibility.
1300,1411,2795,Career growth,No opportunities to move up in the company.
1301,1218,2415,Job dissatisfaction,Company culture wasn't a good fit.
1302,1218,2415,Industry decline,Saw layoffs and instability in my field.
1303,1218,2415,Desire for stability,Old industry was unpredictable.
1304,162,328,Job dissatisfaction,Company culture wasn't a good fit.
1305,1086,2158,Desire for stability,Wanted a more secure job long-term.
1306,821,1610,Burnout,Job was emotionally draining.
1307,668,1303,Flexible schedule,Old job didn't offer schedule flexibility.
1308,668,1303,Laid off,Got laid off and had to start over.
1309,677,1321,Career growth,No opportunities to move up in the company.
1310,677,1321,Industry decline,Old industry was shrinking with few jobs.
1311,677,1321,Job dissatisfaction,Felt unmotivated in my previous role.
1312,121,250,Relocation,Moved to a new city and needed a job switch.
1313,121,250,Career growth,No opportunities to move up in the company.
1314,121,250,Laid off,Got laid off and had to start over.
1315,1037,2065,Burnout,Too much stress in the previous role.
1316,1098,2184,Career growth,Wanted to pursue a leadership role.
1317,1098,2184,Flexible schedule,Wanted better control over my time.
1318,1098,2184,Work-life balance,Burned out from constant overtime.
1319,51,105,Flexible schedule,Wanted better control over my time.
1320,51,105,Job dissatisfaction,Felt unmotivated in my previous role.
1321,337,672,Work-life balance,Current job had long hours with no flexibility.
1322,337,672,Industry decline,Saw layoffs and instability in my field.
1323,337,672,Flexible schedule,Needed part-time or flexible working hours.
1324,662,1291,Better salary,Needed better compensation for my skills.
1325,1304,2584,Desire for stability,Seeking consistent income and benefits.
1326,1304,2584,Pursuing passion,Wanted to follow my true interests.
1327,1304,2584,Laid off,Position was eliminated unexpectedly.
1328,1240,2463,Work-life balance,Burned out from constant overtime.
1329,1240,2463,Flexible schedule,Needed part-time or flexible working hours.
1330,101,213,Pursuing passion,Switched to something I'm genuinely excited about.
1331,101,213,Industry decline,Needed to move to a growing sector.
1332,1107,2201,Burnout,Too much stress in the previous role.
1333,1107,2201,Industry decline,Saw layoffs and instability in my field.
1334,1107,2201,Job dissatisfaction,Company culture wasn't a good fit.
1335,439,866,Pursuing passion,Previous job wasn't aligned with my goals.
1336,439,866,Remote work opportunity,Wanted to work from home for better flexibility.
1337,439,866,Desire for stability,Wanted a more secure job long-term.
1338,150,303,Remote work opportunity,Wanted to work from home for better flexibility.
1339,782,1534,Flexible schedule,Old job didn't offer schedule flexibility.
1340,1138,2260,Job dissatisfaction,didn't enjoy the work I was doing.
1341,41,88,Pursuing passion,Switched to something I'm genuinely excited about.
1342,41,88,Industry decline,Saw layoffs and instability in my field.
1343,41,88,Desire for stability,Seeking consistent income and benefits.
1344,1089,2164,Work-life balance,Burned out from constant overtime.
1345,1089,2164,Industry decline,Saw layoffs and instability in my field.
1346,298,596,Career growth,Felt stuck in the same position for too long.
1347,298,596,Burnout,Job was emotionally draining.
1348,1370,2707,Relocation,Relocated due to family reasons.
1349,1370,2707,Better salary,Needed better compensation for my skills.
1350,1370,2707,Pursuing passion,Wanted to follow my true interests.
1351,429,847,Pursuing passion,Previous job wasn't aligned with my goals.
1352,429,847,Work-life balance,Current job had long hours with no flexibility.
1353,196,392,Relocation,Relocated due to family reasons.
1354,196,392,Industry decline,Old industry was shrinking with few jobs.
1355,1002,1986,Pursuing passion,Previous job wasn't aligned with my goals.
1356,1002,1986,Relocation,Moved to a new city and needed a job switch.
1357,1002,1986,Burnout,Mentally exhausted from constant pressure.
1358,1333,2635,Job dissatisfaction,Felt unmotivated in my previous role.
1359,1333,2635,Burnout,Job was emotionally draining.
1360,959,1897,Better salary,Needed better compensation for my skills.
1361,959,1897,Desire for stability,Seeking consistent income and benefits.
1362,959,1897,Job dissatisfaction,Company culture wasn't a good fit.
1363,580,1125,Job dissatisfaction,Felt unmotivated in my previous role.
1364,774,1514,Industry decline,Old industry was shrinking with few jobs.
1365,774,1514,Better salary,Needed better compensation for my skills.
1366,600,1165,Remote work opportunity,Old job required daily commuting.
1367,600,1165,Job dissatisfaction,didn't enjoy the work I was doing.
1368,600,1165,Relocation,Moved to a new city and needed a job switch.
1369,354,707,Career growth,Wanted to pursue a leadership role.
1370,354,707,Desire for stability,Seeking consistent income and benefits.
1371,1373,2712,Pursuing passion,Switched to something I'm genuinely excited about.
1372,1373,2712,Work-life balance,Current job had long hours with no flexibility.
1373,1082,2152,Remote work opportunity,Wanted to work from home for better flexibility.
1374,307,616,Job dissatisfaction,Company culture wasn't a good fit.
1375,307,616,Desire for stability,Wanted a more secure job long-term.
1376,307,616,Burnout,Job was emotionally draining.
1377,1369,2705,Industry decline,Needed to move to a growing sector.
1378,602,1169,Laid off,Company downsized and I lost my job.
1379,602,1169,Flexible schedule,Old job didn't offer schedule flexibility.
1380,167,337,Remote work opportunity,Old job required daily commuting.
1381,167,337,Laid off,Company downsized and I lost my job.
1382,703,1372,Pursuing passion,Switched to something I'm genuinely excited about.
1383,703,1372,Remote work opportunity,Old job required daily commuting.
1384,764,1495,Remote work opportunity,Old job required daily commuting.
1385,764,1495,Relocation,Relocation forced a change in career.
1386,764,1495,Burnout,Job was emotionally draining.
1387,205,412,Pursuing passion,Wanted to follow my true interests.
1388,806,1585,Flexible schedule,Wanted better control over my time.
1389,806,1585,Pursuing passion,Previous job wasn't aligned with my goals.
1390,806,1585,Work-life balance,Burned out from constant overtime.
1391,767,1502,Flexible schedule,Needed part-time or flexible working hours.
1392,767,1502,Pursuing passion,Switched to something I'm genuinely excited about.
1393,871,1713,Burnout,N/A
1394,289,581,Laid off,Position was eliminated unexpectedly.
1395,289,581,Pursuing passion,Switched to something I'm genuinely excited about.
1396,726,1418,Better salary,Old job didn't pay enough to cover living costs.
1397,1353,2674,Laid off,Got laid off and had to start over.
1398,1353,2674,Desire for stability,Wanted a more secure job long-term.
1399,1353,2674,Industry decline,Saw layoffs and instability in my field.
1400,1157,2298,Better salary,Needed better compensation for my skills.
1401,1157,2298,Laid off,Position was eliminated unexpectedly.
1402,1157,2298,Career growth,No opportunities to move up in the company.
1403,446,878,Industry decline,Needed to move to a growing sector.
1404,446,878,Burnout,Job was emotionally draining.
1405,446,878,Laid off,Got laid off and had to start over.
1406,1442,2855,Career growth,No opportunities to move up in the company.
1407,1442,2855,Flexible schedule,Wanted better control over my time.
1408,1442,2855,Relocation,Moved to a new city and needed a job switch.
1409,1134,2255,Industry decline,Needed to move to a growing sector.
1410,1134,2255,Burnout,Job was emotionally draining.
1411,1134,2255,Career growth,Wanted to pursue a leadership role.
1412,570,1106,Relocation,Relocation forced a change in career.
1413,1280,2539,Burnout,Mentally exhausted from constant pressure.
1414,251,505,Job dissatisfaction,Felt unmotivated in my previous role.
1415,251,505,Burnout,Too much stress in the previous role.
1416,444,873,Flexible schedule,Needed part-time or flexible working hours.
1417,1154,2293,Relocation,Relocated due to family reasons.
1418,1154,2293,Desire for stability,Wanted a more secure job long-term.
1419,905,1783,Career growth,Felt stuck in the same position for too long.
1420,905,1783,Laid off,Got laid off and had to start over.
1421,905,1783,Burnout,Too much stress in the previous role.
1422,630,1227,Job dissatisfaction,Felt unmotivated in my previous role.
1423,584,1132,Relocation,Relocation forced a change in career.
1424,737,1438,Industry decline,Needed to move to a growing sector.
1425,737,1438,Career growth,Wanted to pursue a leadership role.
1426,737,1438,Job dissatisfaction,Felt unmotivated in my previous role.
1427,1094,2175,Pursuing passion,Switched to something I'm genuinely excited about.
1428,1094,2175,Flexible schedule,Needed part-time or flexible working hours.
1429,1094,2175,Industry decline,Needed to move to a growing sector.
1430,15,32,Work-life balance,Current job had long hours with no flexibility.
1431,15,32,Relocation,Relocation forced a change in career.
1432,15,32,Pursuing passion,Wanted to follow my true interests.
1433,1266,2515,Industry decline,Saw layoffs and instability in my field.
1434,1266,2515,Burnout,Job was emotionally draining.
1435,1256,2492,Industry decline,Needed to move to a growing sector.
1436,1256,2492,Relocation,Moved to a new city and needed a job switch.
1437,1223,2428,Flexible schedule,Wanted better control over my time.
1438,840,1645,Better salary,Needed better compensation for my skills.
1439,840,1645,Career growth,No opportunities to move up in the company.
1440,840,1645,Desire for stability,Wanted a more secure job long-term.
1441,25,56,Job dissatisfaction,Company culture wasn't a good fit.
1442,252,509,Better salary,Wanted to earn more to support my family.
1443,252,509,Relocation,Relocation forced a change in career.
1444,252,509,Burnout,Mentally exhausted from constant pressure.
1445,684,1333,Burnout,Job was emotionally draining.
1446,684,1333,Relocation,Relocated due to family reasons.
1447,684,1333,Better salary,Needed better compensation for my skills.
1448,1045,2081,Burnout,Mentally exhausted from constant pressure.
1449,1045,2081,Job dissatisfaction,Company culture wasn't a good fit.
1450,1045,2081,Career growth,No opportunities to move up in the company.
1451,916,1804,Remote work opportunity,"New role allows remote work, which I prefer."
1452,916,1804,Relocation,Relocated due to family reasons.
1453,916,1804,Work-life balance,Needed more time for family and health.
1454,402,794,Career growth,Felt stuck in the same position for too long.
1455,402,794,N/A,N/A
1456,402,794,Desire for stability,Seeking consistent income and benefits.
1457,1265,2514,Burnout,Mentally exhausted from constant pressure.
1458,1265,2514,Flexible schedule,Needed part-time or flexible working hours.
1459,153,309,Relocation,Relocation forced a change in career.
1460,990,1960,Better salary,Wanted to earn more to support my family.
1461,990,1960,Career growth,No opportunities to move up in the company.
1462,990,1960,Laid off,Got laid off and had to start over.
1463,579,1124,Industry decline,Needed to move to a growing sector.
1464,579,1124,Career growth,No opportunities to move up in the company.
1465,538,1053,Career growth,Wanted to pursue a leadership role.
1466,538,1053,Better salary,Needed better compensation for my skills.
1467,346,691,Burnout,Mentally exhausted from constant pressure.
1468,346,691,Better salary,Wanted to earn more to support my family.
1469,346,691,Desire for stability,Wanted a more secure job long-term.
1470,420,826,Better salary,Wanted to earn more to support my family.
1471,420,826,Work-life balance,Burned out from constant overtime.
1472,420,826,Desire for stability,Wanted a more secure job long-term.
1473,61,129,Flexible schedule,Wanted better control over my time.
1474,61,129,Industry decline,Old industry was shrinking with few jobs.
1475,445,874,Remote work opportunity,Wanted to work from home for better flexibility.
1476,445,874,Career growth,No opportunities to move up in the company.
1477,445,874,Better salary,Old job didn't pay enough to cover living costs.
1478,551,1071,Flexible schedule,Wanted better control over my time.
1479,551,1071,Industry decline,Old industry was shrinking with few jobs.
1480,728,1422,Flexible schedule,Needed part-time or flexible working hours.
1481,728,1422,Relocation,Relocated due to family reasons.
1482,728,1422,Career growth,Felt stuck in the same position for too long.
1483,1141,2265,Relocation,Relocated due to family reasons.
1484,1141,2265,Laid off,Company downsized and I lost my job.
1485,89,186,Career growth,Felt stuck in the same position for too long.
1486,89,186,Pursuing passion,Wanted to follow my true interests.
1487,89,186,Relocation,Moved to a new city and needed a job switch.
1488,508,1003,Job dissatisfaction,Company culture wasn't a good fit.
1489,508,1003,Work-life balance,Current job had long hours with no flexibility.
1490,177,356,Work-life balance,Needed more time for family and health.
1491,506,999,Relocation,Moved to a new city and needed a job switch.
1492,506,999,Industry decline,Needed to move to a growing sector.
1493,506,999,Pursuing passion,Switched to something I'm genuinely excited about.
1494,763,1494,Career growth,No opportunities to move up in the company.
1495,763,1494,Industry decline,Old industry was shrinking with few jobs.
1496,763,1494,Burnout,Too much stress in the previous role.
1497,148,299,Better salary,Needed better compensation for my skills.
1498,148,299,Work-life balance,Needed more time for family and health.
1499,601,1167,Relocation,Relocated due to family reasons.
1500,601,1167,Industry decline,Old industry was shrinking with few jobs.
1501,601,1167,Remote work opportunity,Wanted to work from home for better flexibility.
1502,1016,2021,Flexible schedule,Needed part-time or flexible working hours.
1503,1451,2874,Career growth,Wanted to pursue a leadership role.
1504,749,1464,Remote work opportunity,Old job required daily commuting.
1505,749,1464,Pursuing passion,Previous job wasn't aligned with my goals.
1506,1323,2619,Remote work opportunity,"New role allows remote work, which I prefer."
1507,1323,2619,Burnout,Job was emotionally draining.
