sat_id,person_id,transition_id,sat_before,sat_after,sat_delta,notes
942,942,1856,2,4,2,Feels more fulfilled and motivated after switching.
943,943,1859,9,10,1,Slight improvement in work-life balance and satisfaction.
944,944,1862,6,8,2,Feels more fulfilled and motivated after switching.
945,945,1865,5,5,0,Change made little difference in overall happiness.
946,946,1867,3,5,2,Feels more fulfilled and motivated after switching.
947,947,1868,4,6,2,Feels more fulfilled and motivated after switching.
948,948,1872,9,10,1,Slight improvement in work-life balance and satisfaction.
949,949,1873,4,6,2,Feels more fulfilled and motivated after switching.
950,950,1877,4,2,-2,Struggles with job satisfaction after the transition.
951,951,1878,10,10,0,Change made little difference in overall happiness.
952,952,1881,4,2,-2,Struggles with job satisfaction after the transition.
953,953,1883,4,2,-2,Struggles with job satisfaction after the transition.
954,954,1886,7,10,3,Feels more fulfilled and motivated after switching.
955,955,1889,2,3,1,Slight improvement in work-life balance and satisfaction.
956,956,1890,8,6,-2,Struggles with job satisfaction after the transition.
957,957,1893,10,10,0,Change made little difference in overall happiness.
958,958,1894,8,7,-1,Feels unsure about the new role and its demands.
959,959,1896,8,8,0,Change made little difference in overall happiness.
960,960,1898,5,7,2,Feels more fulfilled and motivated after switching.
961,961,1900,8,7,-1,Feels unsure about the new role and its demands.
962,962,1904,5,3,-2,Struggles with job satisfaction after the transition.
963,963,1906,1,3,2,Feels more fulfilled and motivated after switching.
964,964,1908,3,3,0,Change made little difference in overall happiness.
965,965,1910,2,2,0,Change made little difference in overall happiness.
966,966,1911,7,8,1,Slight improvement in work-life balance and satisfaction.
967,967,1912,8,8,0,Change made little difference in overall happiness.
968,968,1914,8,6,-2,Struggles with job satisfaction after the transition.
969,969,1916,7,6,-1,Feels unsure about the new role and its demands.
970,970,1917,10,10,0,Change made little difference in overall happiness.
971,971,1919,5,6,1,Slight improvement in work-life balance and satisfaction.
972,972,1922,1,4,3,Feels more fulfilled and motivated after switching.
973,973,1923,4,5,1,Slight improvement in work-life balance and satisfaction.
974,974,1926,9,7,-2,Struggles with job satisfaction after the transition.
975,975,1929,10,8,-2,Struggles with job satisfaction after the transition.
976,976,1931,8,9,1,Slight improvement in work-life balance and satisfaction.
977,977,1932,4,6,2,Feels more fulfilled and motivated after switching.
978,978,1934,2,1,-1,Feels unsure about the new role and its demands.
979,979,1936,5,4,-1,Feels unsure about the new role and its demands.
980,980,1940,9,10,1,Slight improvement in work-life balance and satisfaction.
981,981,1941,2,3,1,Slight improvement in work-life balance and satisfaction.
982,982,1943,8,7,-1,Feels unsure about the new role and its demands.
983,983,1945,5,5,0,Change made little difference in overall happiness.
984,984,1946,2,5,3,Feels more fulfilled and motivated after switching.
985,985,1949,10,10,0,Change made little difference in overall happiness.
986,986,1953,6,6,0,Change made little difference in overall happiness.
987,987,1955,4,2,-2,Struggles with job satisfaction after the transition.
988,988,1956,5,3,-2,Struggles with job satisfaction after the transition.
989,989,1958,8,7,-1,Feels unsure about the new role and its demands.
990,990,1961,9,7,-2,Struggles with job satisfaction after the transition.
991,991,1964,3,6,3,Feels more fulfilled and motivated after switching.
992,992,1965,9,10,1,Slight improvement in work-life balance and satisfaction.
993,993,1969,3,2,-1,Feels unsure about the new role and its demands.
994,994,1970,10,9,-1,Feels unsure about the new role and its demands.
995,995,1972,1,1,0,Change made little difference in overall happiness.
996,996,1974,10,10,0,Change made little difference in overall happiness.
997,997,1976,1,2,1,Slight improvement in work-life balance and satisfaction.
998,998,1978,4,5,1,Slight improvement in work-life balance and satisfaction.
999,999,1980,9,8,-1,Feels unsure about the new role and its demands.
1000,1000,1983,1,1,0,Change made little difference in overall happiness.
1001,1001,1984,4,4,0,Change made little difference in overall happiness.
1002,1002,1986,9,10,1,Slight improvement in work-life balance and satisfaction.
1003,1003,1989,5,3,-2,Struggles with job satisfaction after the transition.
1004,1004,1991,10,10,0,Change made little difference in overall happiness.
1005,1005,1993,9,7,-2,Struggles with job satisfaction after the transition.
1006,1006,1996,4,5,1,Slight improvement in work-life balance and satisfaction.
1007,1007,1999,10,9,-1,Feels unsure about the new role and its demands.
1008,1008,2000,6,5,-1,Feels unsure about the new role and its demands.
1009,1009,2004,1,1,0,Change made little difference in overall happiness.
1010,1010,2005,5,5,0,Change made little difference in overall happiness.
1011,1011,2006,1,4,3,Feels more fulfilled and motivated after switching.
1012,1012,2010,3,4,1,Slight improvement in work-life balance and satisfaction.
1013,1013,2013,9,8,-1,Feels unsure about the new role and its demands.
1014,1014,2014,1,1,0,Change made little difference in overall happiness.
1015,1015,2017,6,7,1,Slight improvement in work-life balance and satisfaction.
1016,1016,2020,1,1,0,Change made little difference in overall happiness.
1017,1017,2023,7,6,-1,Feels unsure about the new role and its demands.
1018,1018,2027,4,5,1,Slight improvement in work-life balance and satisfaction.
1019,1019,2028,2,5,3,Feels more fulfilled and motivated after switching.
1020,1020,2032,10,10,0,Change made little difference in overall happiness.
1021,1021,2034,2,3,1,Slight improvement in work-life balance and satisfaction.
1022,1022,2038,8,9,1,Slight improvement in work-life balance and satisfaction.
1023,1023,2039,1,4,3,Feels more fulfilled and motivated after switching.
1024,1024,2040,6,6,0,Change made little difference in overall happiness.
1025,1025,2042,3,2,-1,Feels unsure about the new role and its demands.
1026,1026,2046,7,10,3,Feels more fulfilled and motivated after switching.
1027,1027,2047,10,9,-1,Feels unsure about the new role and its demands.
1028,1028,2048,9,9,0,Change made little difference in overall happiness.
1029,1029,2050,3,4,1,Slight improvement in work-life balance and satisfaction.
1030,1030,2051,3,4,1,Slight improvement in work-life balance and satisfaction.
1031,1031,2054,6,4,-2,Struggles with job satisfaction after the transition.
1032,1032,2055,2,1,-1,Feels unsure about the new role and its demands.
1033,1033,2057,6,7,1,Slight improvement in work-life balance and satisfaction.
1034,1034,2059,6,7,1,Slight improvement in work-life balance and satisfaction.
1035,1035,2062,1,4,3,Feels more fulfilled and motivated after switching.
1036,1036,2063,9,8,-1,Feels unsure about the new role and its demands.
1037,1037,2066,5,7,2,Feels more fulfilled and motivated after switching.
1038,1038,2067,4,7,3,Feels more fulfilled and motivated after switching.
1039,1039,2069,5,7,2,Feels more fulfilled and motivated after switching.
1040,1040,2072,6,9,3,Feels more fulfilled and motivated after switching.
1041,1041,2074,10,10,0,Change made little difference in overall happiness.
1042,1042,2076,3,5,2,Feels more fulfilled and motivated after switching.
1043,1043,2077,5,6,1,Slight improvement in work-life balance and satisfaction.
1044,1044,2080,4,3,-1,Feels unsure about the new role and its demands.
1045,1045,2082,5,6,1,Slight improvement in work-life balance and satisfaction.
1046,1046,2083,10,10,0,Change made little difference in overall happiness.
1047,1047,2084,8,10,2,Feels more fulfilled and motivated after switching.
1048,1048,2085,9,10,1,Slight improvement in work-life balance and satisfaction.
1049,1049,2088,1,3,2,Feels more fulfilled and motivated after switching.
1050,1050,2090,4,4,0,Change made little difference in overall happiness.
1051,1051,2091,10,10,0,Change made little difference in overall happiness.
1052,1052,2093,2,4,2,Feels more fulfilled and motivated after switching.
1053,1053,2095,2,5,3,Feels more fulfilled and motivated after switching.
1054,1054,2097,10,10,0,Change made little difference in overall happiness.
1055,1055,2099,9,10,1,Slight improvement in work-life balance and satisfaction.
1056,1056,2101,2,1,-1,Feels unsure about the new role and its demands.
1057,1057,2103,7,6,-1,Feels unsure about the new role and its demands.
1058,1058,2104,10,9,-1,Feels unsure about the new role and its demands.
1059,1059,2107,4,3,-1,Feels unsure about the new role and its demands.
1060,1060,2109,1,4,3,Feels more fulfilled and motivated after switching.
1061,1061,2111,10,10,0,Change made little difference in overall happiness.
1062,1062,2112,5,6,1,Slight improvement in work-life balance and satisfaction.
1063,1063,2117,3,3,0,Change made little difference in overall happiness.
1064,1064,2118,1,1,0,Change made little difference in overall happiness.
1065,1065,2123,8,10,2,Feels more fulfilled and motivated after switching.
1066,1066,2124,6,7,1,Slight improvement in work-life balance and satisfaction.
1067,1067,2125,4,6,2,Feels more fulfilled and motivated after switching.
1068,1068,2128,2,3,1,Slight improvement in work-life balance and satisfaction.
1069,1069,2130,4,7,3,Feels more fulfilled and motivated after switching.
1070,1070,2132,2,4,2,Feels more fulfilled and motivated after switching.
1071,1071,2134,7,5,-2,Struggles with job satisfaction after the transition.
1072,1072,2136,2,1,-1,Feels unsure about the new role and its demands.
1073,1073,2138,9,7,-2,Struggles with job satisfaction after the transition.
1074,1074,2139,5,8,3,Feels more fulfilled and motivated after switching.
1075,1075,2140,10,10,0,Change made little difference in overall happiness.
1076,1076,2141,4,6,2,Feels more fulfilled and motivated after switching.
1077,1077,2142,8,10,2,Feels more fulfilled and motivated after switching.
1078,1078,2143,10,10,0,Change made little difference in overall happiness.
1079,1079,2147,8,7,-1,Feels unsure about the new role and its demands.
1080,1080,2148,3,5,2,Feels more fulfilled and motivated after switching.
1081,1081,2150,10,9,-1,Feels unsure about the new role and its demands.
1082,1082,2152,7,8,1,Slight improvement in work-life balance and satisfaction.
1083,1083,2154,6,8,2,Feels more fulfilled and motivated after switching.
1084,1084,2155,2,1,-1,Feels unsure about the new role and its demands.
1085,1085,2156,3,4,1,Slight improvement in work-life balance and satisfaction.
1086,1086,2158,1,3,2,Feels more fulfilled and motivated after switching.
1087,1087,2159,7,8,1,Slight improvement in work-life balance and satisfaction.
1088,1088,2161,10,10,0,Change made little difference in overall happiness.
1089,1089,2165,5,8,3,Feels more fulfilled and motivated after switching.
1090,1090,2166,7,9,2,Feels more fulfilled and motivated after switching.
1091,1091,2169,10,10,0,Change made little difference in overall happiness.
1092,1092,2170,1,1,0,Change made little difference in overall happiness.
1093,1093,2174,1,2,1,Slight improvement in work-life balance and satisfaction.
1094,1094,2175,5,8,3,Feels more fulfilled and motivated after switching.
1095,1095,2179,2,1,-1,Feels unsure about the new role and its demands.
1096,1096,2181,2,3,1,Slight improvement in work-life balance and satisfaction.
1097,1097,2182,9,8,-1,Feels unsure about the new role and its demands.
1098,1098,2183,2,3,1,Slight improvement in work-life balance and satisfaction.
1099,1099,2186,3,6,3,Feels more fulfilled and motivated after switching.
1100,1100,2188,4,2,-2,Struggles with job satisfaction after the transition.
1101,1101,2189,9,10,1,Slight improvement in work-life balance and satisfaction.
1102,1102,2191,10,10,0,Change made little difference in overall happiness.
1103,1103,2193,9,9,0,Change made little difference in overall happiness.
1104,1104,2195,3,4,1,Slight improvement in work-life balance and satisfaction.
1105,1105,2197,9,10,1,Slight improvement in work-life balance and satisfaction.
1106,1106,2199,6,4,-2,Struggles with job satisfaction after the transition.
1107,1107,2201,8,10,2,Feels more fulfilled and motivated after switching.
1108,1108,2204,5,7,2,Feels more fulfilled and motivated after switching.
1109,1109,2205,9,10,1,Slight improvement in work-life balance and satisfaction.
1110,1110,2207,4,5,1,Slight improvement in work-life balance and satisfaction.
1111,1111,2209,7,8,1,Slight improvement in work-life balance and satisfaction.
1112,1112,2211,1,1,0,Change made little difference in overall happiness.
1113,1113,2213,9,10,1,Slight improvement in work-life balance and satisfaction.
1114,1114,2217,3,3,0,Change made little difference in overall happiness.
1115,1115,2218,9,8,-1,Feels unsure about the new role and its demands.
1116,1116,2219,7,8,1,Slight improvement in work-life balance and satisfaction.
1117,1117,2220,3,4,1,Slight improvement in work-life balance and satisfaction.
1118,1118,2221,4,7,3,Feels more fulfilled and motivated after switching.
1119,1119,2222,4,5,1,Slight improvement in work-life balance and satisfaction.
1120,1120,2224,2,5,3,Feels more fulfilled and motivated after switching.
1121,1121,2227,7,10,3,Feels more fulfilled and motivated after switching.
1122,1122,2228,2,4,2,Feels more fulfilled and motivated after switching.
1123,1123,2229,6,8,2,Feels more fulfilled and motivated after switching.
1124,1124,2232,4,4,0,Change made little difference in overall happiness.
1125,1125,2234,9,9,0,Change made little difference in overall happiness.
1126,1126,2237,2,1,-1,Feels unsure about the new role and its demands.
1127,1127,2239,8,6,-2,Struggles with job satisfaction after the transition.
1128,1128,2241,10,10,0,Change made little difference in overall happiness.
1129,1129,2246,3,1,-2,Struggles with job satisfaction after the transition.
1130,1130,2247,1,1,0,Change made little difference in overall happiness.
1131,1131,2249,4,3,-1,Feels unsure about the new role and its demands.
1132,1132,2250,8,10,2,Feels more fulfilled and motivated after switching.
1133,1133,2253,3,5,2,Feels more fulfilled and motivated after switching.
1134,1134,2254,4,7,3,Feels more fulfilled and motivated after switching.
1135,1135,2256,10,10,0,Change made little difference in overall happiness.
1136,1136,2258,6,8,2,Feels more fulfilled and motivated after switching.
1137,1137,2259,2,5,3,Feels more fulfilled and motivated after switching.
1138,1138,2260,4,6,2,Feels more fulfilled and motivated after switching.
1139,1139,2262,7,10,3,Feels more fulfilled and motivated after switching.
1140,1140,2264,10,10,0,Change made little difference in overall happiness.
1141,1141,2265,6,7,1,Slight improvement in work-life balance and satisfaction.
1142,1142,2266,3,1,-2,Struggles with job satisfaction after the transition.
1143,1143,2268,3,3,0,Change made little difference in overall happiness.
1144,1144,2270,9,10,1,Slight improvement in work-life balance and satisfaction.
1145,1145,2271,3,3,0,Change made little difference in overall happiness.
1146,1146,2272,10,9,-1,Feels unsure about the new role and its demands.
1147,1147,2274,6,7,1,Slight improvement in work-life balance and satisfaction.
1148,1148,2278,8,7,-1,Feels unsure about the new role and its demands.
1149,1149,2281,10,8,-2,Struggles with job satisfaction after the transition.
1150,1150,2283,9,8,-1,Feels unsure about the new role and its demands.
1151,1151,2287,3,4,1,Slight improvement in work-life balance and satisfaction.
1152,1152,2288,2,5,3,Feels more fulfilled and motivated after switching.
1153,1153,2291,8,7,-1,Feels unsure about the new role and its demands.
1154,1154,2292,1,2,1,Slight improvement in work-life balance and satisfaction.
1155,1155,2295,5,4,-1,Feels unsure about the new role and its demands.
1156,1156,2297,9,10,1,Slight improvement in work-life balance and satisfaction.
1157,1157,2298,2,1,-1,Feels unsure about the new role and its demands.
1158,1158,2299,4,6,2,Feels more fulfilled and motivated after switching.
1159,1159,2302,4,7,3,Feels more fulfilled and motivated after switching.
1160,1160,2303,5,7,2,Feels more fulfilled and motivated after switching.
1161,1161,2306,8,6,-2,Struggles with job satisfaction after the transition.
1162,1162,2308,8,10,2,Feels more fulfilled and motivated after switching.
1163,1163,2309,8,10,2,Feels more fulfilled and motivated after switching.
1164,1164,2311,7,9,2,Feels more fulfilled and motivated after switching.
1165,1165,2313,5,4,-1,Feels unsure about the new role and its demands.
1166,1166,2314,2,5,3,Feels more fulfilled and motivated after switching.
1167,1167,2317,7,6,-1,Feels unsure about the new role and its demands.
1168,1168,2318,3,2,-1,Feels unsure about the new role and its demands.
1169,1169,2321,8,10,2,Feels more fulfilled and motivated after switching.
1170,1170,2322,4,3,-1,Feels unsure about the new role and its demands.
1171,1171,2324,7,5,-2,Struggles with job satisfaction after the transition.
1172,1172,2326,7,9,2,Feels more fulfilled and motivated after switching.
1173,1173,2328,10,10,0,Change made little difference in overall happiness.
1174,1174,2330,10,9,-1,Feels unsure about the new role and its demands.
1175,1175,2332,3,4,1,Slight improvement in work-life balance and satisfaction.
1176,1176,2334,4,5,1,Slight improvement in work-life balance and satisfaction.
1177,1177,2335,9,10,1,Slight improvement in work-life balance and satisfaction.
1178,1178,2337,10,8,-2,Struggles with job satisfaction after the transition.
1179,1179,2338,4,6,2,Feels more fulfilled and motivated after switching.
1180,1180,2339,10,10,0,Change made little difference in overall happiness.
1181,1181,2341,9,8,-1,Feels unsure about the new role and its demands.
1182,1182,2344,3,5,2,Feels more fulfilled and motivated after switching.
1183,1183,2345,3,6,3,Feels more fulfilled and motivated after switching.
1184,1184,2348,8,6,-2,Struggles with job satisfaction after the transition.
1185,1185,2349,4,6,2,Feels more fulfilled and motivated after switching.
1186,1186,2352,8,10,2,Feels more fulfilled and motivated after switching.
1187,1187,2354,2,4,2,Feels more fulfilled and motivated after switching.
1188,1188,2357,1,2,1,Slight improvement in work-life balance and satisfaction.
1189,1189,2359,1,4,3,Feels more fulfilled and motivated after switching.
1190,1190,2360,10,10,0,Change made little difference in overall happiness.
1191,1191,2361,8,6,-2,Struggles with job satisfaction after the transition.
1192,1192,2362,8,6,-2,Struggles with job satisfaction after the transition.
1193,1193,2365,1,4,3,Feels more fulfilled and motivated after switching.
1194,1194,2366,1,3,2,Feels more fulfilled and motivated after switching.
1195,1195,2367,6,8,2,Feels more fulfilled and motivated after switching.
1196,1196,2371,6,7,1,Slight improvement in work-life balance and satisfaction.
1197,1197,2372,1,1,0,Change made little difference in overall happiness.
1198,1198,2373,9,10,1,Slight improvement in work-life balance and satisfaction.
1199,1199,2376,4,2,-2,Struggles with job satisfaction after the transition.
1200,1200,2378,4,3,-1,Feels unsure about the new role and its demands.
1201,1201,2380,4,4,0,Change made little difference in overall happiness.
1202,1202,2381,4,2,-2,Struggles with job satisfaction after the transition.
1203,1203,2385,8,10,2,Feels more fulfilled and motivated after switching.
1204,1204,2386,9,10,1,Slight improvement in work-life balance and satisfaction.
1205,1205,2388,10,10,0,Change made little difference in overall happiness.
1206,1206,2389,4,2,-2,Struggles with job satisfaction after the transition.
1207,1207,2392,4,5,1,Slight improvement in work-life balance and satisfaction.
1208,1208,2394,8,9,1,Slight improvement in work-life balance and satisfaction.
1209,1209,2399,5,8,3,Feels more fulfilled and motivated after switching.
1210,1210,2402,4,7,3,Feels more fulfilled and motivated after switching.
1211,1211,2403,5,4,-1,Feels unsure about the new role and its demands.
1212,1212,2406,8,9,1,Slight improvement in work-life balance and satisfaction.
1213,1213,2407,9,9,0,Change made little difference in overall happiness.
1214,1214,2410,10,10,0,Change made little difference in overall happiness.
1215,1215,2411,1,1,0,Change made little difference in overall happiness.
1216,1216,2413,5,6,1,Slight improvement in work-life balance and satisfaction.
1217,1217,2414,6,9,3,Feels more fulfilled and motivated after switching.
1218,1218,2415,10,10,0,Change made little difference in overall happiness.
1219,1219,2419,3,6,3,Feels more fulfilled and motivated after switching.
1220,1220,2421,7,7,0,Change made little difference in overall happiness.
1221,1221,2425,6,8,2,Feels more fulfilled and motivated after switching.
1222,1222,2427,10,8,-2,Struggles with job satisfaction after the transition.
1223,1223,2429,8,9,1,Slight improvement in work-life balance and satisfaction.
1224,1224,2431,9,10,1,Slight improvement in work-life balance and satisfaction.
1225,1225,2434,3,4,1,Slight improvement in work-life balance and satisfaction.
1226,1226,2436,8,7,-1,Feels unsure about the new role and its demands.
1227,1227,2439,9,7,-2,Struggles with job satisfaction after the transition.
1228,1228,2440,10,10,0,Change made little difference in overall happiness.
1229,1229,2443,10,10,0,Change made little difference in overall happiness.
1230,1230,2445,1,4,3,Feels more fulfilled and motivated after switching.
1231,1231,2446,1,3,2,Feels more fulfilled and motivated after switching.
1232,1232,2448,4,3,-1,Feels unsure about the new role and its demands.
1233,1233,2449,3,4,1,Slight improvement in work-life balance and satisfaction.
1234,1234,2452,6,8,2,Feels more fulfilled and motivated after switching.
1235,1235,2455,9,10,1,Slight improvement in work-life balance and satisfaction.
1236,1236,2456,6,7,1,Slight improvement in work-life balance and satisfaction.
1237,1237,2459,7,8,1,Slight improvement in work-life balance and satisfaction.
1238,1238,2461,6,6,0,Change made little difference in overall happiness.
1239,1239,2462,5,6,1,Slight improvement in work-life balance and satisfaction.
1240,1240,2463,10,10,0,Change made little difference in overall happiness.
1241,1241,2464,7,10,3,Feels more fulfilled and motivated after switching.
1242,1242,2466,7,10,3,Feels more fulfilled and motivated after switching.
1243,1243,2468,2,5,3,Feels more fulfilled and motivated after switching.
1244,1244,2469,7,8,1,Slight improvement in work-life balance and satisfaction.
1245,1245,2471,4,5,1,Slight improvement in work-life balance and satisfaction.
1246,1246,2473,5,8,3,Feels more fulfilled and motivated after switching.
1247,1247,2474,9,10,1,Slight improvement in work-life balance and satisfaction.
1248,1248,2477,2,4,2,Feels more fulfilled and motivated after switching.
1249,1249,2479,3,2,-1,Feels unsure about the new role and its demands.
1250,1250,2480,8,7,-1,Feels unsure about the new role and its demands.
1251,1251,2482,10,10,0,Change made little difference in overall happiness.
1252,1252,2484,2,5,3,Feels more fulfilled and motivated after switching.
1253,1253,2486,4,6,2,Feels more fulfilled and motivated after switching.
1254,1254,2489,4,6,2,Feels more fulfilled and motivated after switching.
1255,1255,2491,5,4,-1,Feels unsure about the new role and its demands.
1256,1256,2492,4,6,2,Feels more fulfilled and motivated after switching.
1257,1257,2494,3,1,-2,Struggles with job satisfaction after the transition.
1258,1258,2497,4,2,-2,Struggles with job satisfaction after the transition.
1259,1259,2498,1,1,0,Change made little difference in overall happiness.
1260,1260,2501,8,10,2,Feels more fulfilled and motivated after switching.
1261,1261,2503,1,1,0,Change made little difference in overall happiness.
1262,1262,2507,5,8,3,Feels more fulfilled and motivated after switching.
1263,1263,2508,8,8,0,Change made little difference in overall happiness.
1264,1264,2511,3,4,1,Slight improvement in work-life balance and satisfaction.
1265,1265,2513,4,4,0,Change made little difference in overall happiness.
1266,1266,2516,6,9,3,Feels more fulfilled and motivated after switching.
1267,1267,2517,7,9,2,Feels more fulfilled and motivated after switching.
1268,1268,2518,9,7,-2,Struggles with job satisfaction after the transition.
1269,1269,2520,2,2,0,Change made little difference in overall happiness.
1270,1270,2522,4,7,3,Feels more fulfilled and motivated after switching.
1271,1271,2525,5,8,3,Feels more fulfilled and motivated after switching.
1272,1272,2526,8,7,-1,Feels unsure about the new role and its demands.
1273,1273,2527,6,4,-2,Struggles with job satisfaction after the transition.
1274,1274,2530,5,3,-2,Struggles with job satisfaction after the transition.
1275,1275,2532,8,9,1,Slight improvement in work-life balance and satisfaction.
1276,1276,2533,8,10,2,Feels more fulfilled and motivated after switching.
1277,1277,2534,4,4,0,Change made little difference in overall happiness.
1278,1278,2536,8,6,-2,Struggles with job satisfaction after the transition.
1279,1279,2538,5,7,2,Feels more fulfilled and motivated after switching.
1280,1280,2539,2,1,-1,Feels unsure about the new role and its demands.
1281,1281,2541,4,4,0,Change made little difference in overall happiness.
1282,1282,2544,2,2,0,Change made little difference in overall happiness.
1283,1283,2546,4,2,-2,Struggles with job satisfaction after the transition.
1284,1284,2547,6,5,-1,Feels unsure about the new role and its demands.
1285,1285,2549,5,7,2,Feels more fulfilled and motivated after switching.
1286,1286,2550,9,10,1,Slight improvement in work-life balance and satisfaction.
1287,1287,2554,3,5,2,Feels more fulfilled and motivated after switching.
1288,1288,2555,10,10,0,Change made little difference in overall happiness.
1289,1289,2557,8,9,1,Slight improvement in work-life balance and satisfaction.
1290,1290,2558,6,9,3,Feels more fulfilled and motivated after switching.
1291,1291,2559,10,10,0,Change made little difference in overall happiness.
1292,1292,2560,10,10,0,Change made little difference in overall happiness.
1293,1293,2562,7,7,0,Change made little difference in overall happiness.
1294,1294,2563,8,7,-1,Feels unsure about the new role and its demands.
1295,1295,2565,6,9,3,Feels more fulfilled and motivated after switching.
1296,1296,2566,3,4,1,Slight improvement in work-life balance and satisfaction.
1297,1297,2568,4,3,-1,Feels unsure about the new role and its demands.
1298,1298,2569,6,9,3,Feels more fulfilled and motivated after switching.
1299,1299,2573,1,2,1,Slight improvement in work-life balance and satisfaction.
1300,1300,2576,8,8,0,Change made little difference in overall happiness.
1301,1301,2579,1,1,0,Change made little difference in overall happiness.
1302,1302,2580,1,1,0,Change made little difference in overall happiness.
1303,1303,2583,5,7,2,Feels more fulfilled and motivated after switching.
1304,1304,2584,1,3,2,Feels more fulfilled and motivated after switching.
1305,1305,2585,7,9,2,Feels more fulfilled and motivated after switching.
1306,1306,2586,9,10,1,Slight improvement in work-life balance and satisfaction.
1307,1307,2589,9,10,1,Slight improvement in work-life balance and satisfaction.
1308,1308,2591,8,10,2,Feels more fulfilled and motivated after switching.
1309,1309,2592,1,3,2,Feels more fulfilled and motivated after switching.
1310,1310,2594,4,2,-2,Struggles with job satisfaction after the transition.
1311,1311,2595,8,10,2,Feels more fulfilled and motivated after switching.
1312,1312,2597,2,2,0,Change made little difference in overall happiness.
1313,1313,2599,4,2,-2,Struggles with job satisfaction after the transition.
1314,1314,2601,5,3,-2,Struggles with job satisfaction after the transition.
1315,1315,2602,7,7,0,Change made little difference in overall happiness.
1316,1316,2604,4,3,-1,Feels unsure about the new role and its demands.
1317,1317,2607,7,10,3,Feels more fulfilled and motivated after switching.
1318,1318,2610,6,8,2,Feels more fulfilled and motivated after switching.
1319,1319,2611,4,4,0,Change made little difference in overall happiness.
1320,1320,2614,2,1,-1,Feels unsure about the new role and its demands.
1321,1321,2617,9,9,0,Change made little difference in overall happiness.
1322,1322,2618,7,5,-2,Struggles with job satisfaction after the transition.
1323,1323,2619,8,6,-2,Struggles with job satisfaction after the transition.
1324,1324,2620,2,1,-1,Feels unsure about the new role and its demands.
1325,1325,2622,4,3,-1,Feels unsure about the new role and its demands.
1326,1326,2623,1,1,0,Change made little difference in overall happiness.
1327,1327,2626,2,5,3,Feels more fulfilled and motivated after switching.
1328,1328,2627,2,4,2,Feels more fulfilled and motivated after switching.
1329,1329,2629,2,4,2,Feels more fulfilled and motivated after switching.
1330,1330,2630,8,9,1,Slight improvement in work-life balance and satisfaction.
1331,1331,2632,8,9,1,Slight improvement in work-life balance and satisfaction.
1332,1332,2634,2,5,3,Feels more fulfilled and motivated after switching.
1333,1333,2635,7,5,-2,Struggles with job satisfaction after the transition.
1334,1334,2636,8,10,2,Feels more fulfilled and motivated after switching.
1335,1335,2639,9,10,1,Slight improvement in work-life balance and satisfaction.
1336,1336,2641,8,9,1,Slight improvement in work-life balance and satisfaction.
1337,1337,2643,10,8,-2,Struggles with job satisfaction after the transition.
1338,1338,2646,9,10,1,Slight improvement in work-life balance and satisfaction.
1339,1339,2648,7,10,3,Feels more fulfilled and motivated after switching.
1340,1340,2649,3,2,-1,Feels unsure about the new role and its demands.
1341,1341,2650,6,5,-1,Feels unsure about the new role and its demands.
1342,1342,2651,3,4,1,Slight improvement in work-life balance and satisfaction.
1343,1343,2653,4,3,-1,Feels unsure about the new role and its demands.
1344,1344,2654,10,10,0,Change made little difference in overall happiness.
1345,1345,2655,1,4,3,Feels more fulfilled and motivated after switching.
1346,1346,2658,4,7,3,Feels more fulfilled and motivated after switching.
1347,1347,2659,8,8,0,Change made little difference in overall happiness.
1348,1348,2661,7,9,2,Feels more fulfilled and motivated after switching.
1349,1349,2665,7,10,3,Feels more fulfilled and motivated after switching.
1350,1350,2666,4,5,1,Slight improvement in work-life balance and satisfaction.
1351,1351,2669,9,9,0,Change made little difference in overall happiness.
1352,1352,2671,5,3,-2,Struggles with job satisfaction after the transition.
1353,1353,2673,9,10,1,Slight improvement in work-life balance and satisfaction.
1354,1354,2676,2,1,-1,Feels unsure about the new role and its demands.
1355,1355,2679,9,7,-2,Struggles with job satisfaction after the transition.
1356,1356,2680,3,5,2,Feels more fulfilled and motivated after switching.
1357,1357,2681,5,4,-1,Feels unsure about the new role and its demands.
1358,1358,2684,2,1,-1,Feels unsure about the new role and its demands.
1359,1359,2685,1,1,0,Change made little difference in overall happiness.
1360,1360,2686,7,5,-2,Struggles with job satisfaction after the transition.
1361,1361,2688,1,1,0,Change made little difference in overall happiness.
1362,1362,2689,2,2,0,Change made little difference in overall happiness.
1363,1363,2692,4,4,0,Change made little difference in overall happiness.
1364,1364,2694,3,6,3,Feels more fulfilled and motivated after switching.
1365,1365,2696,4,4,0,Change made little difference in overall happiness.
1366,1366,2697,7,6,-1,Feels unsure about the new role and its demands.
1367,1367,2699,2,1,-1,Feels unsure about the new role and its demands.
1368,1368,2700,9,10,1,Slight improvement in work-life balance and satisfaction.
1369,1369,2704,7,9,2,Feels more fulfilled and motivated after switching.
1370,1370,2707,5,6,1,Slight improvement in work-life balance and satisfaction.
1371,1371,2708,8,7,-1,Feels unsure about the new role and its demands.
1372,1372,2710,2,1,-1,Feels unsure about the new role and its demands.
1373,1373,2712,6,7,1,Slight improvement in work-life balance and satisfaction.
1374,1374,2713,1,4,3,Feels more fulfilled and motivated after switching.
1375,1375,2718,10,10,0,Change made little difference in overall happiness.
