transition_id,person_id,from_role,to_role,from_industry,to_industry,transition_date,transition_time_months
1568,798,Software Developer,Professor,Technology,Education,2017-08-15,8
1569,799,Assembly Line Worker,Librarian,Manufacturing,Education,2017-06-23,2
1570,799,Teacher,Cashier,Education,Retail,2018-06-23,4
1571,799,Store Manager,Auditor,Retail,Finance,2019-06-23,19
1572,800,Accountant,Machine Operator,Finance,Manufacturing,2020-06-24,5
1573,800,Quality Inspector,Hotel Manager,Manufacturing,Hospitality,2021-06-24,24
1574,800,Receptionist,Auditor,Hospitality,Finance,2022-06-24,10
1575,801,Technology Support,Hotel Manager,Technology,Hospitality,2020-10-26,23
1576,801,Receptionist,Sales Associate,Hospitality,Retail,2021-10-26,8
1577,801,Store Manager,Data Analyst,Retail,Technology,2022-10-26,13
1578,802,Quality Inspector,Librarian,Manufacturing,Education,2016-10-19,5
1579,803,Nurse,Technology Support,Healthcare,Technology,2022-06-14,12
1580,803,Data Analyst,Professor,Technology,Education,2023-06-14,13
1581,804,Financial Analyst,Software Developer,Finance,Technology,2019-08-20,8
1582,804,Technology Support,Machine Operator,Technology,Manufacturing,2020-08-19,15
1583,805,Sales Associate,Assembly Line Worker,Retail,Manufacturing,2016-03-09,1
1584,806,Cashier,Hotel Manager,Retail,Hospitality,2018-02-18,6
1585,806,Chef,Quality Inspector,Hospitality,Manufacturing,2019-02-18,11
1586,807,Chef,Professor,Hospitality,Education,2020-06-28,21
1587,808,Software Developer,Quality Inspector,Technology,Manufacturing,2024-06-27,11
1588,809,Pharmacist,Teacher,Healthcare,Education,2016-02-19,11
1589,809,Librarian,Quality Inspector,Education,Manufacturing,2017-02-18,8
1590,810,Pharmacist,Technology Support,Healthcare,Technology,2019-04-28,3
1591,810,Technology Support,Hotel Manager,Technology,Hospitality,2020-04-27,19
1592,811,Financial Analyst,Pharmacist,Finance,Healthcare,2023-05-25,23
1593,811,Pharmacist,Financial Analyst,Healthcare,Finance,2024-05-24,8
1594,812,Technology Support,Quality Inspector,Technology,Manufacturing,2022-02-28,10
1595,813,Machine Operator,Technology Support,Manufacturing,Technology,2018-01-20,16
1596,813,Software Developer,Cashier,Technology,Retail,2019-01-20,12
1597,814,Data Analyst,Hotel Manager,Technology,Hospitality,2016-10-22,6
1598,815,Machine Operator,Cashier,Manufacturing,Retail,2018-02-06,10
1599,816,Medical Assistant,Assembly Line Worker,Healthcare,Manufacturing,2018-03-13,14
1600,816,Machine Operator,Cashier,Manufacturing,Retail,2019-03-13,17
1601,817,Assembly Line Worker,Receptionist,Manufacturing,Hospitality,2021-11-26,16
1602,817,Receptionist,Store Manager,Hospitality,Retail,2022-11-26,4
1603,818,Software Developer,Receptionist,Technology,Hospitality,2015-08-20,16
1604,818,Chef,Teacher,Hospitality,Education,2016-08-19,1
1605,819,Auditor,Assembly Line Worker,Finance,Manufacturing,2017-01-25,23
1606,819,Assembly Line Worker,Professor,Manufacturing,Education,2018-01-25,11
1607,819,Teacher,Receptionist,Education,Hospitality,2019-01-25,16
1608,820,Teacher,Pharmacist,Education,Healthcare,2024-03-21,18
1609,820,Nurse,Professor,Healthcare,Education,2025-03-21,15
1610,821,Technology Support,Librarian,Technology,Education,2021-09-21,12
1611,822,Cashier,Nurse,Retail,Healthcare,2018-12-20,18
1612,823,Assembly Line Worker,Software Developer,Manufacturing,Technology,2024-09-20,24
1613,824,Quality Inspector,Nurse,Manufacturing,Healthcare,2019-06-11,8
1614,825,Librarian,Machine Operator,Education,Manufacturing,2021-02-02,2
1615,825,Assembly Line Worker,Technology Support,Manufacturing,Technology,2022-02-02,19
1616,825,Software Developer,Medical Assistant,Technology,Healthcare,2023-02-02,8
1617,826,Receptionist,Assembly Line Worker,Hospitality,Manufacturing,2019-05-24,19
1618,826,Assembly Line Worker,Data Analyst,Manufacturing,Technology,2020-05-23,1
1619,827,Data Analyst,Machine Operator,Technology,Manufacturing,2016-08-29,22
1620,827,Assembly Line Worker,Medical Assistant,Manufacturing,Healthcare,2017-08-29,13
1621,828,Data Analyst,Store Manager,Technology,Retail,2018-07-15,20
1622,828,Store Manager,Technology Support,Retail,Technology,2019-07-15,17
1623,828,Data Analyst,Assembly Line Worker,Technology,Manufacturing,2020-07-14,3
1624,829,Software Developer,Chef,Technology,Hospitality,2024-06-09,5
1625,830,Quality Inspector,Auditor,Manufacturing,Finance,2019-04-13,4
1626,830,Accountant,Professor,Finance,Education,2020-04-12,17
1627,831,Machine Operator,Technology Support,Manufacturing,Technology,2020-06-01,21
1628,831,Software Developer,Sales Associate,Technology,Retail,2021-06-01,21
1629,832,Software Developer,Medical Assistant,Technology,Healthcare,2018-12-23,16
1630,833,Medical Assistant,Technology Support,Healthcare,Technology,2016-08-05,16
1631,833,Technology Support,Store Manager,Technology,Retail,2017-08-05,22
1632,833,Sales Associate,Teacher,Retail,Education,2018-08-05,11
1633,834,Cashier,Technology Support,Retail,Technology,2020-05-04,17
1634,834,Technology Support,Store Manager,Technology,Retail,2021-05-04,15
1635,835,Pharmacist,Assembly Line Worker,Healthcare,Manufacturing,2021-08-17,10
1636,835,Machine Operator,Receptionist,Manufacturing,Hospitality,2022-08-17,6
1637,836,Receptionist,Financial Analyst,Hospitality,Finance,2018-09-14,16
1638,837,Cashier,Data Analyst,Retail,Technology,2015-11-24,5
1639,837,Technology Support,Auditor,Technology,Finance,2016-11-23,12
1640,837,Accountant,Nurse,Finance,Healthcare,2017-11-23,6
1641,838,Accountant,Data Analyst,Finance,Technology,2019-02-14,23
1642,838,Software Developer,Librarian,Technology,Education,2020-02-14,16
1643,839,Chef,Machine Operator,Hospitality,Manufacturing,2015-02-23,7
1644,840,Receptionist,Medical Assistant,Hospitality,Healthcare,2023-01-01,6
1645,840,Nurse,Store Manager,Healthcare,Retail,2024-01-01,9
1646,841,Hotel Manager,Teacher,Hospitality,Education,2021-10-21,2
1647,841,Librarian,Financial Analyst,Education,Finance,2022-10-21,19
1648,841,Auditor,Machine Operator,Finance,Manufacturing,2023-10-21,8
1649,842,Machine Operator,Receptionist,Manufacturing,Hospitality,2023-11-14,4
1650,842,Hotel Manager,Quality Inspector,Hospitality,Manufacturing,2024-11-13,16
1651,842,Quality Inspector,Librarian,Manufacturing,Education,2025-11-13,18
1652,843,Teacher,Cashier,Education,Retail,2020-09-29,5
1653,844,Medical Assistant,Receptionist,Healthcare,Hospitality,2015-10-14,2
1654,844,Hotel Manager,Financial Analyst,Hospitality,Finance,2016-10-13,11
1655,844,Financial Analyst,Quality Inspector,Finance,Manufacturing,2017-10-13,1
1656,845,Financial Analyst,Librarian,Finance,Education,2024-12-27,5
1657,846,Chef,Accountant,Hospitality,Finance,2022-04-17,14
1658,846,Auditor,Professor,Finance,Education,2023-04-17,13
1659,847,Machine Operator,Accountant,Manufacturing,Finance,2020-03-15,8
1660,847,Accountant,Teacher,Finance,Education,2021-03-15,18
1661,847,Professor,Quality Inspector,Education,Manufacturing,2022-03-15,7
1662,848,Professor,Pharmacist,Education,Healthcare,2021-03-01,16
1663,849,Software Developer,Chef,Technology,Hospitality,2024-11-08,19
1664,849,Receptionist,Financial Analyst,Hospitality,Finance,2025-11-08,1
1665,849,Financial Analyst,Technology Support,Finance,Technology,2026-11-08,21
1666,850,Technology Support,Pharmacist,Technology,Healthcare,2024-02-28,8
1667,850,Nurse,Receptionist,Healthcare,Hospitality,2025-02-27,1
1668,850,Chef,Software Developer,Hospitality,Technology,2026-02-27,9
1669,851,Store Manager,Assembly Line Worker,Retail,Manufacturing,2022-11-28,21
1670,851,Machine Operator,Receptionist,Manufacturing,Hospitality,2023-11-28,9
1671,851,Chef,Sales Associate,Hospitality,Retail,2024-11-27,21
1672,852,Hotel Manager,Sales Associate,Hospitality,Retail,2017-04-22,10
1673,853,Assembly Line Worker,Auditor,Manufacturing,Finance,2019-09-21,11
1674,853,Auditor,Software Developer,Finance,Technology,2020-09-20,1
1675,853,Software Developer,Nurse,Technology,Healthcare,2021-09-20,20
1676,854,Accountant,Data Analyst,Finance,Technology,2015-07-19,8
1677,855,Store Manager,Chef,Retail,Hospitality,2024-07-26,10
1678,856,Hotel Manager,Librarian,Hospitality,Education,2017-12-28,19
1679,856,Professor,Receptionist,Education,Hospitality,2018-12-28,6
1680,856,Receptionist,Medical Assistant,Hospitality,Healthcare,2019-12-28,5
1681,857,Accountant,Professor,Finance,Education,2016-10-30,18
1682,858,Professor,Medical Assistant,Education,Healthcare,2022-11-03,22
1683,858,Medical Assistant,Librarian,Healthcare,Education,2023-11-03,2
1684,858,Professor,Accountant,Education,Finance,2024-11-02,4
1685,859,Cashier,Hotel Manager,Retail,Hospitality,2023-03-24,9
1686,859,Receptionist,Assembly Line Worker,Hospitality,Manufacturing,2024-03-23,19
1687,860,Sales Associate,Data Analyst,Retail,Technology,2018-03-15,10
1688,860,Software Developer,Receptionist,Technology,Hospitality,2019-03-15,22
1689,861,Data Analyst,Librarian,Technology,Education,2020-08-03,1
1690,861,Teacher,Quality Inspector,Education,Manufacturing,2021-08-03,11
1691,861,Quality Inspector,Cashier,Manufacturing,Retail,2022-08-03,14
1692,862,Cashier,Software Developer,Retail,Technology,2016-07-31,10
1693,862,Software Developer,Pharmacist,Technology,Healthcare,2017-07-31,19
1694,862,Nurse,Hotel Manager,Healthcare,Hospitality,2018-07-31,24
1695,863,Assembly Line Worker,Teacher,Manufacturing,Education,2022-02-13,16
1696,864,Financial Analyst,Chef,Finance,Hospitality,2021-10-24,2
1697,864,Hotel Manager,Medical Assistant,Hospitality,Healthcare,2022-10-24,23
1698,864,Medical Assistant,Hotel Manager,Healthcare,Hospitality,2023-10-24,7
1699,865,Teacher,Receptionist,Education,Hospitality,2023-08-24,7
1700,865,Hotel Manager,Librarian,Hospitality,Education,2024-08-23,15
1701,865,Librarian,Medical Assistant,Education,Healthcare,2025-08-23,8
1702,866,Store Manager,Teacher,Retail,Education,2016-02-04,1
1703,866,Teacher,Receptionist,Education,Hospitality,2017-02-03,13
1704,867,Chef,Assembly Line Worker,Hospitality,Manufacturing,2016-02-18,21
1705,867,Quality Inspector,Technology Support,Manufacturing,Technology,2017-02-17,6
1706,867,Software Developer,Chef,Technology,Hospitality,2018-02-17,19
1707,868,Nurse,Store Manager,Healthcare,Retail,2018-07-05,4
1708,868,Store Manager,Receptionist,Retail,Hospitality,2019-07-05,21
1709,868,Receptionist,Sales Associate,Hospitality,Retail,2020-07-04,3
1710,869,Auditor,Hotel Manager,Finance,Hospitality,2018-09-02,18
1711,870,Nurse,Chef,Healthcare,Hospitality,2023-01-02,10
1712,870,Chef,Professor,Hospitality,Education,2024-01-02,8
1713,871,Hotel Manager,Data Analyst,Hospitality,Technology,2018-04-08,3
1714,871,Technology Support,Sales Associate,Technology,Retail,2019-04-08,18
1715,872,Hotel Manager,Data Analyst,Hospitality,Technology,2022-04-18,8
1716,872,Software Developer,Teacher,Technology,Education,2023-04-18,1
1717,872,Professor,Pharmacist,Education,Healthcare,2024-04-17,14
1718,873,Nurse,Professor,Healthcare,Education,2022-09-14,22
1719,873,Teacher,Nurse,Education,Healthcare,2023-09-14,23
1720,873,Nurse,Auditor,Healthcare,Finance,2024-09-13,13
1721,874,Cashier,Hotel Manager,Retail,Hospitality,2015-06-28,12
1722,875,Assembly Line Worker,Librarian,Manufacturing,Education,2023-02-19,18
1723,875,Teacher,Cashier,Education,Retail,2024-02-19,21
1724,875,Store Manager,Hotel Manager,Retail,Hospitality,2025-02-18,13
1725,876,Machine Operator,Professor,Manufacturing,Education,2017-04-25,10
1726,876,Professor,Technology Support,Education,Technology,2018-04-25,1
1727,876,Software Developer,Chef,Technology,Hospitality,2019-04-25,6
1728,877,Quality Inspector,Technology Support,Manufacturing,Technology,2017-01-22,10
1729,878,Financial Analyst,Cashier,Finance,Retail,2023-02-23,9
1730,878,Store Manager,Hotel Manager,Retail,Hospitality,2024-02-23,23
1731,878,Chef,Data Analyst,Hospitality,Technology,2025-02-22,14
1732,879,Teacher,Auditor,Education,Finance,2018-11-07,7
1733,879,Accountant,Nurse,Finance,Healthcare,2019-11-07,24
1734,879,Nurse,Data Analyst,Healthcare,Technology,2020-11-06,2
1735,880,Medical Assistant,Data Analyst,Healthcare,Technology,2019-12-31,6
1736,880,Data Analyst,Teacher,Technology,Education,2020-12-30,5
1737,881,Accountant,Teacher,Finance,Education,2015-03-11,19
1738,882,Professor,Machine Operator,Education,Manufacturing,2018-01-25,6
1739,882,Machine Operator,Data Analyst,Manufacturing,Technology,2019-01-25,10
1740,882,Software Developer,Pharmacist,Technology,Healthcare,2020-01-25,23
1741,883,Data Analyst,Assembly Line Worker,Technology,Manufacturing,2020-03-14,17
1742,883,Quality Inspector,Receptionist,Manufacturing,Hospitality,2021-03-14,3
1743,884,Professor,Hotel Manager,Education,Hospitality,2017-04-03,10
1744,885,Cashier,Assembly Line Worker,Retail,Manufacturing,2017-12-02,5
1745,885,Quality Inspector,Pharmacist,Manufacturing,Healthcare,2018-12-02,19
1746,885,Medical Assistant,Professor,Healthcare,Education,2019-12-02,10
1747,886,Financial Analyst,Sales Associate,Finance,Retail,2017-11-26,16
1748,886,Cashier,Nurse,Retail,Healthcare,2018-11-26,1
1749,887,Hotel Manager,Teacher,Hospitality,Education,2019-08-08,9
1750,887,Librarian,Medical Assistant,Education,Healthcare,2020-08-07,5
1751,888,Accountant,Technology Support,Finance,Technology,2016-08-07,14
1752,888,Software Developer,Hotel Manager,Technology,Hospitality,2017-08-07,10
1753,888,Receptionist,Financial Analyst,Hospitality,Finance,2018-08-07,2
1754,889,Quality Inspector,Professor,Manufacturing,Education,2023-12-08,1
1755,890,Chef,Pharmacist,Hospitality,Healthcare,2018-11-27,10
1756,891,Software Developer,Assembly Line Worker,Technology,Manufacturing,2016-01-17,22
1757,892,Financial Analyst,Store Manager,Finance,Retail,2022-01-02,9
1758,892,Cashier,Accountant,Retail,Finance,2023-01-02,3
1759,892,Financial Analyst,Data Analyst,Finance,Technology,2024-01-02,15
1760,893,Assembly Line Worker,Technology Support,Manufacturing,Technology,2019-03-07,6
1761,894,Software Developer,Hotel Manager,Technology,Hospitality,2018-02-22,23
1762,895,Quality Inspector,Hotel Manager,Manufacturing,Hospitality,2018-12-29,15
1763,896,Accountant,Machine Operator,Finance,Manufacturing,2022-05-20,5
1764,897,Chef,Accountant,Hospitality,Finance,2020-04-26,1
1765,898,Assembly Line Worker,Auditor,Manufacturing,Finance,2020-04-01,7
1766,899,Librarian,Technology Support,Education,Technology,2015-03-31,22
1767,899,Technology Support,Professor,Technology,Education,2016-03-30,5
1768,899,Teacher,Nurse,Education,Healthcare,2017-03-30,14
1769,900,Teacher,Hotel Manager,Education,Hospitality,2016-08-07,21
1770,900,Receptionist,Store Manager,Hospitality,Retail,2017-08-07,17
1771,900,Cashier,Data Analyst,Retail,Technology,2018-08-07,24
1772,901,Pharmacist,Professor,Healthcare,Education,2024-04-05,7
1773,901,Teacher,Technology Support,Education,Technology,2025-04-05,22
1774,902,Software Developer,Pharmacist,Technology,Healthcare,2016-09-12,18
1775,902,Medical Assistant,Assembly Line Worker,Healthcare,Manufacturing,2017-09-12,19
1776,903,Nurse,Cashier,Healthcare,Retail,2020-04-10,8
1777,903,Sales Associate,Receptionist,Retail,Hospitality,2021-04-10,13
1778,903,Chef,Software Developer,Hospitality,Technology,2022-04-10,18
1779,904,Nurse,Technology Support,Healthcare,Technology,2019-12-09,9
1780,904,Data Analyst,Cashier,Technology,Retail,2020-12-08,23
1781,904,Store Manager,Nurse,Retail,Healthcare,2021-12-08,1
1782,905,Financial Analyst,Librarian,Finance,Education,2019-07-27,8
1783,905,Teacher,Technology Support,Education,Technology,2020-07-26,21
1784,906,Nurse,Store Manager,Healthcare,Retail,2017-11-11,2
1785,906,Cashier,Assembly Line Worker,Retail,Manufacturing,2018-11-11,15
1786,906,Machine Operator,Software Developer,Manufacturing,Technology,2019-11-11,21
1787,907,Technology Support,Quality Inspector,Technology,Manufacturing,2020-01-17,17
1788,907,Assembly Line Worker,Hotel Manager,Manufacturing,Hospitality,2021-01-16,15
1789,908,Hotel Manager,Software Developer,Hospitality,Technology,2024-05-27,3
1790,909,Financial Analyst,Software Developer,Finance,Technology,2019-08-10,18
1791,909,Technology Support,Librarian,Technology,Education,2020-08-09,20
1792,909,Teacher,Chef,Education,Hospitality,2021-08-09,8
1793,910,Sales Associate,Librarian,Retail,Education,2017-08-23,24
1794,911,Machine Operator,Pharmacist,Manufacturing,Healthcare,2015-07-11,19
1795,911,Medical Assistant,Store Manager,Healthcare,Retail,2016-07-10,10
1796,911,Sales Associate,Auditor,Retail,Finance,2017-07-10,12
1797,912,Teacher,Medical Assistant,Education,Healthcare,2017-09-04,13
1798,912,Nurse,Cashier,Healthcare,Retail,2018-09-04,4
1799,913,Software Developer,Nurse,Technology,Healthcare,2019-10-03,17
1800,914,Store Manager,Quality Inspector,Retail,Manufacturing,2019-03-01,1
1801,914,Assembly Line Worker,Hotel Manager,Manufacturing,Hospitality,2020-02-29,5
1802,915,Teacher,Receptionist,Education,Hospitality,2021-04-04,18
1803,916,Software Developer,Accountant,Technology,Finance,2015-02-15,16
1804,916,Auditor,Software Developer,Finance,Technology,2016-02-15,8
1805,916,Data Analyst,Cashier,Technology,Retail,2017-02-14,12
1806,917,Data Analyst,Store Manager,Technology,Retail,2020-03-26,19
1807,917,Cashier,Teacher,Retail,Education,2021-03-26,11
1808,918,Chef,Financial Analyst,Hospitality,Finance,2022-06-22,8
1809,919,Sales Associate,Technology Support,Retail,Technology,2021-12-31,9
1810,920,Accountant,Machine Operator,Finance,Manufacturing,2020-12-21,14
1811,920,Quality Inspector,Store Manager,Manufacturing,Retail,2021-12-21,13
1812,921,Cashier,Auditor,Retail,Finance,2016-07-18,4
1813,921,Accountant,Machine Operator,Finance,Manufacturing,2017-07-18,12
1814,922,Nurse,Financial Analyst,Healthcare,Finance,2017-01-03,3
1815,922,Accountant,Store Manager,Finance,Retail,2018-01-03,4
1816,923,Assembly Line Worker,Nurse,Manufacturing,Healthcare,2023-10-04,23
1817,923,Pharmacist,Accountant,Healthcare,Finance,2024-10-03,5
1818,924,Medical Assistant,Store Manager,Healthcare,Retail,2022-03-30,3
1819,924,Sales Associate,Accountant,Retail,Finance,2023-03-30,10
1820,925,Librarian,Sales Associate,Education,Retail,2016-02-09,19
1821,925,Cashier,Machine Operator,Retail,Manufacturing,2017-02-08,14
1822,925,Machine Operator,Store Manager,Manufacturing,Retail,2018-02-08,21
1823,926,Quality Inspector,Teacher,Manufacturing,Education,2020-09-21,21
1824,926,Librarian,Nurse,Education,Healthcare,2021-09-21,4
1825,926,Nurse,Auditor,Healthcare,Finance,2022-09-21,24
1826,927,Hotel Manager,Nurse,Hospitality,Healthcare,2022-02-01,6
1827,927,Medical Assistant,Machine Operator,Healthcare,Manufacturing,2023-02-01,17
1828,928,Teacher,Nurse,Education,Healthcare,2019-08-30,19
1829,928,Pharmacist,Hotel Manager,Healthcare,Hospitality,2020-08-29,13
1830,929,Quality Inspector,Auditor,Manufacturing,Finance,2015-02-20,10
1831,929,Financial Analyst,Software Developer,Finance,Technology,2016-02-20,11
1832,930,Financial Analyst,Nurse,Finance,Healthcare,2024-10-18,6
1833,931,Quality Inspector,Professor,Manufacturing,Education,2019-11-06,1
1834,931,Librarian,Financial Analyst,Education,Finance,2020-11-05,11
1835,932,Machine Operator,Software Developer,Manufacturing,Technology,2016-10-02,16
1836,932,Technology Support,Auditor,Technology,Finance,2017-10-02,3
1837,932,Financial Analyst,Teacher,Finance,Education,2018-10-02,5
1838,933,Cashier,Technology Support,Retail,Technology,2020-04-03,15
1839,933,Technology Support,Sales Associate,Technology,Retail,2021-04-03,4
1840,933,Cashier,Data Analyst,Retail,Technology,2022-04-03,23
1841,934,Auditor,Librarian,Finance,Education,2023-06-03,17
1842,934,Librarian,Software Developer,Education,Technology,2024-06-02,15
1843,934,Technology Support,Auditor,Technology,Finance,2025-06-02,5
1844,935,Auditor,Assembly Line Worker,Finance,Manufacturing,2020-12-24,4
1845,936,Accountant,Technology Support,Finance,Technology,2018-04-10,17
1846,936,Software Developer,Professor,Technology,Education,2019-04-10,22
1847,937,Chef,Data Analyst,Hospitality,Technology,2024-03-04,14
1848,938,Software Developer,Hotel Manager,Technology,Hospitality,2016-02-08,17
1849,938,Hotel Manager,Data Analyst,Hospitality,Technology,2017-02-07,8
1850,939,Teacher,Quality Inspector,Education,Manufacturing,2018-04-11,13
1851,939,Quality Inspector,Software Developer,Manufacturing,Technology,2019-04-11,22
1852,940,Chef,Auditor,Hospitality,Finance,2022-12-14,16
1853,940,Accountant,Assembly Line Worker,Finance,Manufacturing,2023-12-14,6
1854,941,Financial Analyst,Professor,Finance,Education,2015-08-30,24
1855,941,Professor,Store Manager,Education,Retail,2016-08-29,4
1856,942,Machine Operator,Accountant,Manufacturing,Finance,2020-06-10,6
1857,942,Auditor,Librarian,Finance,Education,2021-06-10,4
1858,942,Teacher,Financial Analyst,Education,Finance,2022-06-10,18
1859,943,Store Manager,Professor,Retail,Education,2020-04-16,5
1860,943,Librarian,Data Analyst,Education,Technology,2021-04-16,9
1861,944,Software Developer,Hotel Manager,Technology,Hospitality,2017-04-14,6
1862,944,Receptionist,Pharmacist,Hospitality,Healthcare,2018-04-14,16
1863,944,Pharmacist,Receptionist,Healthcare,Hospitality,2019-04-14,19
1864,945,Teacher,Technology Support,Education,Technology,2020-02-08,21
1865,945,Technology Support,Quality Inspector,Technology,Manufacturing,2021-02-07,15
1866,945,Machine Operator,Chef,Manufacturing,Hospitality,2022-02-07,24
1867,946,Cashier,Technology Support,Retail,Technology,2020-07-11,24
1868,947,Data Analyst,Librarian,Technology,Education,2016-08-02,19
1869,947,Professor,Nurse,Education,Healthcare,2017-08-02,19
1870,947,Medical Assistant,Software Developer,Healthcare,Technology,2018-08-02,24
1871,948,Assembly Line Worker,Medical Assistant,Manufacturing,Healthcare,2015-12-13,9
1872,948,Pharmacist,Hotel Manager,Healthcare,Hospitality,2016-12-12,23
1873,949,Pharmacist,Auditor,Healthcare,Finance,2023-08-27,9
1874,949,Accountant,Quality Inspector,Finance,Manufacturing,2024-08-26,19
1875,950,Accountant,Technology Support,Finance,Technology,2018-01-17,19
1876,950,Data Analyst,Auditor,Technology,Finance,2019-01-17,2
1877,950,Auditor,Technology Support,Finance,Technology,2020-01-17,10
1878,951,Chef,Technology Support,Hospitality,Technology,2021-07-23,19
1879,951,Software Developer,Quality Inspector,Technology,Manufacturing,2022-07-23,17
1880,951,Quality Inspector,Sales Associate,Manufacturing,Retail,2023-07-23,20
1881,952,Cashier,Quality Inspector,Retail,Manufacturing,2016-04-17,2
1882,953,Professor,Assembly Line Worker,Education,Manufacturing,2016-03-14,17
1883,953,Machine Operator,Receptionist,Manufacturing,Hospitality,2017-03-14,18
1884,953,Receptionist,Librarian,Hospitality,Education,2018-03-14,17
1885,954,Professor,Cashier,Education,Retail,2015-06-18,19
1886,954,Cashier,Technology Support,Retail,Technology,2016-06-17,1
1887,955,Teacher,Machine Operator,Education,Manufacturing,2018-05-25,10
1888,955,Assembly Line Worker,Technology Support,Manufacturing,Technology,2019-05-25,5
1889,955,Technology Support,Medical Assistant,Technology,Healthcare,2020-05-24,16
1890,956,Teacher,Cashier,Education,Retail,2020-05-31,24
1891,957,Hotel Manager,Cashier,Hospitality,Retail,2021-07-09,12
1892,957,Cashier,Professor,Retail,Education,2022-07-09,4
1893,957,Professor,Sales Associate,Education,Retail,2023-07-09,23
1894,958,Software Developer,Nurse,Technology,Healthcare,2020-06-08,19
1895,958,Pharmacist,Technology Support,Healthcare,Technology,2021-06-08,9
1896,959,Quality Inspector,Technology Support,Manufacturing,Technology,2019-07-19,15
1897,959,Software Developer,Receptionist,Technology,Hospitality,2020-07-18,16
1898,960,Medical Assistant,Auditor,Healthcare,Finance,2018-01-31,21
1899,961,Receptionist,Accountant,Hospitality,Finance,2024-10-30,23
1900,961,Accountant,Cashier,Finance,Retail,2025-10-30,20
1901,961,Store Manager,Software Developer,Retail,Technology,2026-10-30,4
1902,962,Data Analyst,Quality Inspector,Technology,Manufacturing,2017-12-26,8
1903,962,Machine Operator,Data Analyst,Manufacturing,Technology,2018-12-26,6
1904,962,Data Analyst,Chef,Technology,Hospitality,2019-12-26,10
1905,963,Assembly Line Worker,Receptionist,Manufacturing,Hospitality,2015-08-07,7
1906,963,Hotel Manager,Pharmacist,Hospitality,Healthcare,2016-08-06,7
1907,964,Medical Assistant,Data Analyst,Healthcare,Technology,2017-12-20,24
1908,964,Software Developer,Pharmacist,Technology,Healthcare,2018-12-20,7
1909,964,Medical Assistant,Cashier,Healthcare,Retail,2019-12-20,4
1910,965,Librarian,Receptionist,Education,Hospitality,2019-02-11,20
1911,966,Medical Assistant,Chef,Healthcare,Hospitality,2023-03-04,7
1912,967,Medical Assistant,Auditor,Healthcare,Finance,2021-07-03,4
1913,968,Pharmacist,Technology Support,Healthcare,Technology,2021-06-29,3
1914,968,Technology Support,Cashier,Technology,Retail,2022-06-29,11
1915,968,Sales Associate,Financial Analyst,Retail,Finance,2023-06-29,3
1916,969,Professor,Receptionist,Education,Hospitality,2022-05-13,4
1917,970,Librarian,Financial Analyst,Education,Finance,2024-12-02,1
1918,970,Auditor,Store Manager,Finance,Retail,2025-12-02,14
1919,971,Pharmacist,Teacher,Healthcare,Education,2022-03-16,13
1920,972,Receptionist,Technology Support,Hospitality,Technology,2017-12-12,17
1921,972,Software Developer,Medical Assistant,Technology,Healthcare,2018-12-12,12
1922,972,Pharmacist,Accountant,Healthcare,Finance,2019-12-12,22
1923,973,Nurse,Store Manager,Healthcare,Retail,2017-11-09,14
1924,973,Cashier,Medical Assistant,Retail,Healthcare,2018-11-09,12
1925,973,Nurse,Machine Operator,Healthcare,Manufacturing,2019-11-09,18
1926,974,Receptionist,Software Developer,Hospitality,Technology,2024-09-10,14
1927,974,Technology Support,Quality Inspector,Technology,Manufacturing,2025-09-10,19
1928,974,Assembly Line Worker,Chef,Manufacturing,Hospitality,2026-09-10,13
1929,975,Nurse,Cashier,Healthcare,Retail,2020-11-26,23
1930,976,Financial Analyst,Medical Assistant,Finance,Healthcare,2018-12-23,11
1931,976,Medical Assistant,Auditor,Healthcare,Finance,2019-12-23,6
1932,977,Hotel Manager,Technology Support,Hospitality,Technology,2018-12-10,12
1933,978,Receptionist,Medical Assistant,Hospitality,Healthcare,2024-02-21,14
1934,978,Nurse,Quality Inspector,Healthcare,Manufacturing,2025-02-20,15
1935,978,Assembly Line Worker,Sales Associate,Manufacturing,Retail,2026-02-20,11
1936,979,Data Analyst,Chef,Technology,Hospitality,2021-07-12,14
1937,979,Chef,Machine Operator,Hospitality,Manufacturing,2022-07-12,3
1938,980,Professor,Technology Support,Education,Technology,2016-08-02,20
1939,980,Software Developer,Nurse,Technology,Healthcare,2017-08-02,11
1940,980,Pharmacist,Software Developer,Healthcare,Technology,2018-08-02,24
1941,981,Quality Inspector,Cashier,Manufacturing,Retail,2024-09-03,17
1942,982,Technology Support,Auditor,Technology,Finance,2019-04-03,3
1943,982,Auditor,Receptionist,Finance,Hospitality,2020-04-02,14
1944,982,Chef,Machine Operator,Hospitality,Manufacturing,2021-04-02,7
1945,983,Store Manager,Pharmacist,Retail,Healthcare,2016-07-31,19
1946,984,Accountant,Nurse,Finance,Healthcare,2016-02-11,2
1947,984,Pharmacist,Quality Inspector,Healthcare,Manufacturing,2017-02-10,17
1948,984,Machine Operator,Data Analyst,Manufacturing,Technology,2018-02-10,9
1949,985,Machine Operator,Librarian,Manufacturing,Education,2024-03-20,6
1950,985,Librarian,Sales Associate,Education,Retail,2025-03-20,24
1951,986,Chef,Store Manager,Hospitality,Retail,2018-04-07,21
1952,986,Cashier,Accountant,Retail,Finance,2019-04-07,9
